PR Number,Title,Created At,Updated At,State,Files Changed,Total Comments,Decision Time,URL,Type of Change,LOC Changed,Closed Date
84105,New Homewizard climate integration,2022-12-16 16:26:57+00:00,2023-07-04 22:02:10+00:00,closed,14,36,199,https://github.com/home-assistant/core/pull/84105,New integration (thank you!),530,2023-07-03T21:05:10Z
83886,Add EnergyZero integration,2022-12-13 00:16:53+00:00,2023-01-04 22:01:59+00:00,merged,20,52,21,https://github.com/home-assistant/core/pull/83886,New integration (thank you!),1029,2023-01-03T21:28:16Z
55270,Add GCE Eco-Devices integration,2021-08-26 13:01:00+00:00,2022-06-04 23:01:58+00:00,closed,13,8,281,https://github.com/home-assistant/core/pull/55270,New integration (thank you!),1344,2022-06-03T22:05:13Z
82959,Add TED (The Energy Detective) integration,2022-11-30 01:43:41+00:00,2024-03-17 17:01:34+00:00,closed,19,43,472,https://github.com/home-assistant/core/pull/82959,New integration (thank you!),782,2024-03-16T16:05:21Z
48239,Create a motionEye integration,2021-03-23 04:12:30+00:00,2021-04-25 18:11:21+00:00,merged,13,44,32,https://github.com/home-assistant/core/pull/48239,New integration (thank you!),1387,2021-04-24T06:00:28Z
117020,New official genie garage integration,2024-05-07 16:26:43+00:00,2024-06-03 20:01:46+00:00,merged,25,41,22,https://github.com/home-assistant/core/pull/117020,New integration (thank you!),1638,2024-05-29T20:13:28Z
44751,Add AI Speaker integration,2021-01-01 22:59:20+00:00,2021-01-30 12:08:22+00:00,closed,13,78,27,https://github.com/home-assistant/core/pull/44751,New integration (thank you!),405,2021-01-29T07:45:14Z
122148,Add Anglian Water integration,2024-07-18 22:54:11+00:00,2024-10-15 20:01:57+00:00,closed,17,70,87,https://github.com/home-assistant/core/pull/122148,New integration (thank you!),466,2024-10-14T11:05:27Z
121488,Add Iskra integration,2024-07-08 06:20:54+00:00,2024-09-23 10:16:49+00:00,merged,17,170,58,https://github.com/home-assistant/core/pull/121488,New integration (thank you!),1177,2024-09-04T13:33:24Z
98216,Add LoRaWAN integration,2023-08-10 17:04:19+00:00,2023-10-17 22:02:40+00:00,closed,21,4,67,https://github.com/home-assistant/core/pull/98216,New integration (thank you!),1036,2023-10-16T21:32:43Z
46582,Flipr integration,2021-02-15 17:45:44+00:00,2021-08-14 09:37:58+00:00,merged,15,94,156,https://github.com/home-assistant/core/pull/46582,New integration (thank you!),681,2021-07-21T19:35:45Z
106976,Add webmin integration,2024-01-03 18:12:56+00:00,2024-02-27 17:03:44+00:00,merged,21,49,53,https://github.com/home-assistant/core/pull/106976,New integration (thank you!),803,2024-02-26T16:10:11Z
82285,Add signal_messenger_jsonrpc notification,2022-11-17 19:30:21+00:00,2023-02-21 15:02:07+00:00,closed,7,2,94,https://github.com/home-assistant/core/pull/82285,New integration (thank you!),221,2023-02-20T13:35:58Z
75585,Add Sutro integration,2022-07-21 17:48:33+00:00,2023-02-05 15:01:39+00:00,closed,13,28,197,https://github.com/home-assistant/core/pull/75585,New integration (thank you!),631,2023-02-04T14:04:48Z
76863,Add livisi integration,2022-08-16 12:49:02+00:00,2022-11-08 14:04:23+00:00,merged,15,266,83,https://github.com/home-assistant/core/pull/76863,New integration (thank you!),621,2022-11-07T13:40:23Z
83561,New Integration: Honeygain,2022-12-08 16:12:04+00:00,2023-12-04 17:02:36+00:00,closed,14,24,359,https://github.com/home-assistant/core/pull/83561,New integration (thank you!),463,2023-12-03T16:05:11Z
119642,Add Sensoterra integration ,2024-06-13 21:03:20+00:00,2024-09-13 13:36:55+00:00,merged,18,102,83,https://github.com/home-assistant/core/pull/119642,New integration (thank you!),601,2024-09-05T19:37:44Z
44929,Add Meater integration,2021-01-07 21:14:37+00:00,2022-05-13 14:35:22+00:00,merged,14,102,448,https://github.com/home-assistant/core/pull/44929,New integration (thank you!),427,2022-04-01T13:11:37Z
45213,Add Webex presence sensor,2021-01-16 09:47:33+00:00,2021-07-30 12:01:59+00:00,closed,17,37,194,https://github.com/home-assistant/core/pull/45213,New integration (thank you!),809,2021-07-29T11:04:53Z
114531,Add integration for APsystems EZ1 microinverter,2024-03-31 17:40:40+00:00,2024-05-16 13:02:49+00:00,merged,18,103,44,https://github.com/home-assistant/core/pull/114531,New integration (thank you!),471,2024-05-15T02:50:25Z
56062,Add new integration with Micropel PLCs,2021-09-10 13:18:38+00:00,2021-11-30 12:02:10+00:00,closed,11,17,78,https://github.com/home-assistant/core/pull/56062,New integration (thank you!),1107,2021-11-28T13:01:17Z
66130,Add new Rabbit Air integration,2022-02-09 00:32:24+00:00,2024-01-26 15:50:17+00:00,merged,19,97,695,https://github.com/home-assistant/core/pull/66130,New integration (thank you!),743,2024-01-05T15:34:28Z
54438,Create 'new' Tomorrow.io integration which is a rebrand of ClimaCell,2021-08-11 00:32:45+00:00,2022-03-22 04:40:59+00:00,closed,34,0,55,https://github.com/home-assistant/core/pull/54438,New integration (thank you!),3656,2021-10-05T15:25:05Z
95967,Add new integration refoss,2023-07-06 06:56:02+00:00,2023-09-20 02:07:32+00:00,closed,16,69,74,https://github.com/home-assistant/core/pull/95967,New integration (thank you!),459,2023-09-19T01:34:25Z
93777,Add Schlage integration,2023-05-30 02:13:10+00:00,2023-08-06 19:33:55+00:00,merged,17,58,58,https://github.com/home-assistant/core/pull/93777,New integration (thank you!),550,2023-07-27T04:15:01Z
44779,Introduce wiz integration for the WiZ Platform,2021-01-02 23:53:26+00:00,2022-03-02 21:20:05+00:00,merged,14,168,398,https://github.com/home-assistant/core/pull/44779,New integration (thank you!),722,2022-02-05T00:20:21Z
88272,Sun WEG integration,2023-02-16 20:56:25+00:00,2023-12-19 14:01:54+00:00,merged,21,64,295,https://github.com/home-assistant/core/pull/88272,New integration (thank you!),1050,2023-12-09T08:45:40Z
53552,Add Aussie Broadband integration,2021-07-27 11:51:35+00:00,2022-02-03 13:05:50+00:00,merged,15,70,177,https://github.com/home-assistant/core/pull/53552,New integration (thank you!),952,2022-01-21T05:34:25Z
121599,Add Fluss integration,2024-07-09 11:45:17+00:00,2024-09-24 00:07:41+00:00,closed,14,16,75,https://github.com/home-assistant/core/pull/121599,New integration (thank you!),449,2024-09-22T23:05:32Z
101612,Allpowers support,2023-10-07 20:22:01+00:00,2024-02-06 00:05:56+00:00,closed,17,3,120,https://github.com/home-assistant/core/pull/101612,New integration (thank you!),679,2024-02-04T23:12:23Z
54280,Add new integration Discovergy,2021-08-08 18:55:41+00:00,2023-06-08 15:04:39+00:00,merged,19,77,666,https://github.com/home-assistant/core/pull/54280,New integration (thank you!),1067,2023-06-06T17:44:01Z
96722,Introduce new decora_ble integration,2023-07-16 20:54:04+00:00,2024-02-20 14:01:46+00:00,closed,19,12,217,https://github.com/home-assistant/core/pull/96722,New integration (thank you!),1416,2024-02-19T13:05:08Z
107749,Add bzutech integration,2024-01-10 20:28:50+00:00,2024-08-01 20:02:52+00:00,closed,0,54,202,https://github.com/home-assistant/core/pull/107749,New integration (thank you!),0,2024-07-31T19:44:15Z
58710,Add OOCSI integration,2021-10-29 20:04:30+00:00,2022-02-11 16:07:01+00:00,closed,12,6,103,https://github.com/home-assistant/core/pull/58710,New integration (thank you!),456,2022-02-10T15:10:09Z
57630,Add support for ThingBits hub and sensors,2021-10-13 20:37:26+00:00,2022-02-06 23:01:38+00:00,closed,12,0,115,https://github.com/home-assistant/core/pull/57630,New integration (thank you!),275,2022-02-05T22:05:47Z
50196,Add GCE Eco-Devices integration,2021-05-06 20:24:11+00:00,2021-08-25 14:16:24+00:00,closed,259,0,109,https://github.com/home-assistant/core/pull/50196,New integration (thank you!),8954,2021-08-24T12:50:03Z
75091,New integraton iNELS,2022-07-12 20:37:47+00:00,2022-08-24 09:01:52+00:00,closed,21,0,41,https://github.com/home-assistant/core/pull/75091,New integration (thank you!),1385,2022-08-23T08:59:12Z
89504,Add iNELS integration,2023-03-10 12:20:58+00:00,2023-11-30 22:06:45+00:00,closed,18,62,264,https://github.com/home-assistant/core/pull/89504,New integration (thank you!),1198,2023-11-29T21:50:16Z
45628,ELV USB WDE1 integration,2021-01-28 00:18:18+00:00,2021-07-21 19:02:18+00:00,closed,11,0,173,https://github.com/home-assistant/core/pull/45628,New integration (thank you!),230,2021-07-20T18:39:39Z
110207,Add integration Wireguard,2024-02-10 16:54:12+00:00,2024-03-23 15:01:48+00:00,closed,18,7,40,https://github.com/home-assistant/core/pull/110207,New integration (thank you!),717,2024-03-22T14:24:08Z
106420,Add Huum integration,2023-12-26 17:43:57+00:00,2024-01-26 12:02:08+00:00,merged,14,134,29,https://github.com/home-assistant/core/pull/106420,New integration (thank you!),428,2024-01-25T11:55:56Z
79457,Add `datetime` platform,2022-10-02 08:16:06+00:00,2022-11-12 07:01:57+00:00,closed,14,0,39,https://github.com/home-assistant/core/pull/79457,New integration (thank you!),830,2022-11-11T06:33:13Z
47995,Flexpool.io Sensors Integration,2021-03-16 15:11:26+00:00,2021-09-19 00:03:10+00:00,closed,15,37,185,https://github.com/home-assistant/core/pull/47995,New integration (thank you!),673,2021-09-17T23:04:57Z
100110,Add FlexMeasures integration,2023-09-11 08:35:33+00:00,2024-06-02 18:01:53+00:00,closed,22,43,264,https://github.com/home-assistant/core/pull/100110,New integration (thank you!),1126,2024-06-01T17:05:42Z
74893,Add Pylontech integration,2022-07-10 16:43:15+00:00,2023-04-30 14:01:54+00:00,closed,16,9,292,https://github.com/home-assistant/core/pull/74893,New integration (thank you!),983,2023-04-29T13:25:02Z
103387,Add OurGroceries integration,2023-11-04 16:13:27+00:00,2023-11-28 18:01:54+00:00,merged,17,21,22,https://github.com/home-assistant/core/pull/103387,New integration (thank you!),781,2023-11-26T16:38:47Z
70457,Add Melnor Bluetooth valve watering Integration,2022-04-23 00:02:13+00:00,2022-08-31 22:01:52+00:00,merged,16,44,129,https://github.com/home-assistant/core/pull/70457,New integration (thank you!),620,2022-08-30T21:06:44Z
68714,Add Philips air purifier integration,2022-03-26 19:13:29+00:00,2022-10-05 18:07:53+00:00,closed,16,33,191,https://github.com/home-assistant/core/pull/68714,New integration (thank you!),407,2022-10-04T17:49:02Z
120802,Integration for IronOS (Pinecil V2) soldering irons,2024-06-29 03:39:52+00:00,2024-07-30 10:01:59+00:00,merged,20,26,30,https://github.com/home-assistant/core/pull/120802,New integration (thank you!),1581,2024-07-29T09:44:01Z
119784,Add integration Zabbix Event Sensors,2024-06-16 18:59:56+00:00,2024-07-16 07:01:54+00:00,closed,16,0,28,https://github.com/home-assistant/core/pull/119784,New integration (thank you!),631,2024-07-15T06:14:31Z
48048,Add Leviosa Motor Shades Zone hub integration ,2021-03-17 20:46:04+00:00,2021-08-14 21:01:52+00:00,closed,16,2,148,https://github.com/home-assistant/core/pull/48048,New integration (thank you!),716,2021-08-13T20:07:00Z
53050,Add Gotify component,2021-07-15 08:08:48+00:00,2023-10-07 10:02:02+00:00,closed,14,45,813,https://github.com/home-assistant/core/pull/53050,New integration (thank you!),396,2023-10-06T09:33:44Z
90095,Add support for solvis heating via solvis remote sc2_val.xml,2023-03-22 09:04:59+00:00,2023-04-20 09:01:59+00:00,closed,20,22,27,https://github.com/home-assistant/core/pull/90095,New integration (thank you!),1003,2023-04-19T06:35:35Z
98663,Flexit bacnet integration,2023-08-19 07:14:20+00:00,2023-11-29 11:15:17+00:00,closed,18,0,101,https://github.com/home-assistant/core/pull/98663,New integration (thank you!),1051,2023-11-28T10:15:18Z
51002,Add tractive integration,2021-05-23 15:23:38+00:00,2021-08-06 12:01:55+00:00,merged,14,30,73,https://github.com/home-assistant/core/pull/51002,New integration (thank you!),525,2021-08-05T10:47:42Z
85557,Add neevo integration,2023-01-09 19:17:11+00:00,2023-05-07 08:01:57+00:00,closed,15,13,116,https://github.com/home-assistant/core/pull/85557,New integration (thank you!),494,2023-05-06T07:05:00Z
124584,Add Aruba Instant On integration,2024-08-25 17:22:33+00:00,2024-11-01 22:01:56+00:00,closed,8,0,67,https://github.com/home-assistant/core/pull/124584,New integration (thank you!),115,2024-10-31T21:05:24Z
72982,New integration: Poolstation,2022-06-03 13:50:45+00:00,2022-11-03 04:13:18+00:00,closed,20,0,151,https://github.com/home-assistant/core/pull/72982,New integration (thank you!),1024,2022-11-02T03:47:10Z
53801,Add new integration dyson_local,2021-07-31 15:28:28+00:00,2021-12-16 12:01:50+00:00,closed,19,7,136,https://github.com/home-assistant/core/pull/53801,New integration (thank you!),1128,2021-12-15T11:27:29Z
112511,Add aWATTar integration,2024-03-06 16:29:05+00:00,2024-09-28 12:03:52+00:00,closed,16,54,204,https://github.com/home-assistant/core/pull/112511,New integration (thank you!),481,2024-09-27T11:07:13Z
84951,Homely,2023-01-01 18:08:06+00:00,2023-06-08 04:01:55+00:00,closed,17,40,156,https://github.com/home-assistant/core/pull/84951,New integration (thank you!),625,2023-06-07T03:09:47Z
56647,Add nina integration,2021-09-25 15:47:36+00:00,2021-12-18 13:06:53+00:00,merged,17,96,70,https://github.com/home-assistant/core/pull/56647,New integration (thank you!),924,2021-12-05T14:11:03Z
81670,Add integration weenect,2022-11-06 18:19:21+00:00,2023-04-05 12:02:39+00:00,closed,19,11,148,https://github.com/home-assistant/core/pull/81670,New integration (thank you!),824,2023-04-04T11:37:39Z
56299,Add Aseko Pool Live integration,2021-09-16 17:07:46+00:00,2021-12-10 07:54:52+00:00,merged,17,14,80,https://github.com/home-assistant/core/pull/56299,New integration (thank you!),423,2021-12-06T03:02:47Z
48309,Add siren platform,2021-03-25 04:23:41+00:00,2021-07-12 23:01:53+00:00,merged,11,61,108,https://github.com/home-assistant/core/pull/48309,New integration (thank you!),432,2021-07-11T20:51:11Z
96380,Add wake word integration ,2023-07-11 22:25:59+00:00,2023-08-18 21:20:22+00:00,merged,28,72,27,https://github.com/home-assistant/core/pull/96380,New integration (thank you!),1829,2023-08-08T02:22:16Z
104319,Add DROP integration,2023-11-21 15:52:11+00:00,2023-12-23 17:01:47+00:00,merged,20,233,30,https://github.com/home-assistant/core/pull/104319,New integration (thank you!),1411,2023-12-22T13:24:09Z
55954,New integration: Poolstation,2021-09-08 09:58:43+00:00,2022-02-15 20:01:50+00:00,closed,17,57,159,https://github.com/home-assistant/core/pull/55954,New integration (thank you!),651,2022-02-14T19:59:29Z
95093,Add Aprilaire integration,2023-06-23 00:45:43+00:00,2024-02-17 08:01:41+00:00,merged,16,114,238,https://github.com/home-assistant/core/pull/95093,New integration (thank you!),880,2024-02-16T07:30:51Z
66519,Azure data explorer,2022-02-14 15:40:09+00:00,2022-04-01 13:16:50+00:00,closed,17,107,44,https://github.com/home-assistant/core/pull/66519,New integration (thank you!),4342,2022-03-31T12:14:37Z
69167,Add YoLink product integration,2022-04-03 05:29:24+00:00,2022-05-18 08:02:25+00:00,merged,19,148,44,https://github.com/home-assistant/core/pull/69167,New integration (thank you!),741,2022-05-17T07:59:39Z
91194,Add romy vacuum core integration,2023-04-10 23:32:11+00:00,2023-05-26 01:28:37+00:00,closed,15,15,44,https://github.com/home-assistant/core/pull/91194,New integration (thank you!),912,2023-05-25T01:14:32Z
71896,Add LaCrosse View integration,2022-05-15 13:09:42+00:00,2022-08-01 13:09:38+00:00,merged,17,68,73,https://github.com/home-assistant/core/pull/71896,New integration (thank you!),769,2022-07-27T14:37:23Z
