Comment Type,User,Comment,Date,Pull Request URL,Commit SHA,Author,Commit Message,Files Changed
Issue,frenck,Tag for beta?,2021-12-04T09:32:32Z,https://github.com/home-assistant/core/pull/60489,,,,
Issue,RomRider,Thanks @emontnemery !,2021-12-04T10:01:34Z,https://github.com/home-assistant/core/pull/60489,,,,
Issue,Quentame,@frenck I think we can add it to the beta,2021-12-06T14:20:18Z,https://github.com/home-assistant/core/pull/60489,,,,
Review,emontnemery,"```suggestion
        ""fr-FR"",  # Not documented as of 2021-12-04, see PR #60489
```",2021-12-04T08:33:49Z,https://github.com/home-assistant/core/pull/60489,,,,
Review,emontnemery,"```suggestion
        ""fr-FR"",  # Not documented as of 2021-12-04, see PR #60489
```",2021-12-04T08:33:57Z,https://github.com/home-assistant/core/pull/60489,,,,
,,,2021-11-28T13:59:23Z,https://github.com/home-assistant/core/pull/60489,27b31fde10db3d26f67fd7dfa949a0898089b5c1,Jérôme W,media player volume control in `fr-FR` with Alexa,"[{'Filename': 'homeassistant/components/alexa/capabilities.py', 'Additions': 2, 'Deletions': 0, 'Changes': 2, 'Status': 'modified'}]"
,,,2021-12-04T08:37:49Z,https://github.com/home-assistant/core/pull/60489,f4189539fceff22cb2128c72289710cf063c6f06,Erik Montnemery,Apply suggestions from code review,"[{'Filename': 'homeassistant/components/alexa/capabilities.py', 'Additions': 2, 'Deletions': 2, 'Changes': 4, 'Status': 'modified'}]"
Issue,home-assistant[bot],"<!-- ReviewDrafterComment -->
Please take a look at the requested changes, and use the **Ready for review** button when you are done, thanks :+1:

[_Learn more about our pull request process._](https://developers.home-assistant.io/docs/review-process#prs-are-being-drafted-when-changes-are-needed)
",2024-08-02T07:50:21Z,https://github.com/home-assistant/core/pull/123048,,,,
Issue,home-assistant[bot],"
Hey there @pschmitt, @cyr-ius, @shenxn, @xitee1, @orhideous, mind taking a look at this pull request as it has been labeled with an integration (`roomba`) you are listed as a [code owner](https://github.com/home-assistant/core/blob/dev/CODEOWNERS#L1217) for? Thanks!

<details>
<summary>Code owner commands</summary>


Code owners of `roomba` can trigger bot actions by commenting:

- `@home-assistant close` Closes the pull request.
- `@home-assistant rename Awesome new title` Renames the pull request.
- `@home-assistant reopen` Reopen the pull request.
- `@home-assistant unassign roomba` Removes the current integration label and assignees on the pull request, add the integration domain after the command.
- `@home-assistant add-label needs-more-information` Add a label (needs-more-information, problem in dependency, problem in custom component) to the pull request.
- `@home-assistant remove-label needs-more-information` Remove a label (needs-more-information, problem in dependency, problem in custom component) on the pull request.

</details>

",2024-08-02T07:50:24Z,https://github.com/home-assistant/core/pull/123048,,,,
Review,joostlek,I think you need to use `dt_util.async_get_time_zone` to get a ZoneInfo object. For more info check <https://developers.home-assistant.io/blog/2024/05/19/fix_zoneinfo_blocking_io>,2024-09-08T09:54:28Z,https://github.com/home-assistant/core/pull/123048,,,,
Review,krzysdabro,Thanks for the feedback. I've updated this line to use `dt_util.async_get_time_zone`.,2024-09-08T21:29:17Z,https://github.com/home-assistant/core/pull/123048,,,,
,,,2024-05-24T20:30:45Z,https://github.com/home-assistant/core/pull/123048,f22396512e0f73468af35d09ee75e65827c77b61,Krzysztof Dąbrowski,Roomba: add last mission sensor,"[{'Filename': 'homeassistant/components/roomba/icons.json', 'Additions': 3, 'Deletions': 0, 'Changes': 3, 'Status': 'modified'}, {'Filename': 'homeassistant/components/roomba/irobot_base.py', 'Additions': 12, 'Deletions': 0, 'Changes': 12, 'Status': 'modified'}, {'Filename': 'homeassistant/components/roomba/sensor.py', 'Additions': 8, 'Deletions': 0, 'Changes': 8, 'Status': 'modified'}, {'Filename': 'homeassistant/components/roomba/strings.json', 'Additions': 3, 'Deletions': 0, 'Changes': 3, 'Status': 'modified'}]"
,,,2024-09-07T11:01:10Z,https://github.com/home-assistant/core/pull/123048,26dfdb7c39b107f7b08e8d296e6e1f8e137a32ab,Krzysztof Dąbrowski,"Set sensor as unavailable if last mission timestamp is 0

Previously, if the `mssnStrtTm` was 0, the function would return a 1970-01-01 (Unix epoch start date). With this change, the function will return None if the timestamp is 0 and the sensor will become unavailable.","[{'Filename': 'homeassistant/components/roomba/irobot_base.py', 'Additions': 1, 'Deletions': 1, 'Changes': 2, 'Status': 'modified'}]"
,,,2024-09-08T21:27:55Z,https://github.com/home-assistant/core/pull/123048,fd14bc7a46822ecdfcfadfa29c7d3a9f10ae1ccb,Krzysztof Dąbrowski,Update last_mission property to use dt_util.utc_from_timestamp,"[{'Filename': 'homeassistant/components/roomba/irobot_base.py', 'Additions': 1, 'Deletions': 4, 'Changes': 5, 'Status': 'modified'}]"
Issue,home-assistant[bot],"
Hey there @thecode, mind taking a look at this pull request as it has been labeled with an integration (`switcher_kis`) you are listed as a [code owner](https://github.com/home-assistant/core/blob/dev/CODEOWNERS#L1439) for? Thanks!

<details>
<summary>Code owner commands</summary>


Code owners of `switcher_kis` can trigger bot actions by commenting:

- `@home-assistant close` Closes the pull request.
- `@home-assistant rename Awesome new title` Renames the pull request.
- `@home-assistant reopen` Reopen the pull request.
- `@home-assistant unassign switcher_kis` Removes the current integration label and assignees on the pull request, add the integration domain after the command.
- `@home-assistant add-label needs-more-information` Add a label (needs-more-information, problem in dependency, problem in custom component) to the pull request.
- `@home-assistant remove-label needs-more-information` Remove a label (needs-more-information, problem in dependency, problem in custom component) on the pull request.

</details>

",2024-10-02T09:54:15Z,https://github.com/home-assistant/core/pull/127277,,,,
Issue,YogevBokobza,"@thecode 
The last changes requested caused issues with the tests and lining. How to proceed?",2024-10-06T09:10:59Z,https://github.com/home-assistant/core/pull/127277,,,,
Issue,thecode,"@YogevBokobza please go over https://developers.home-assistant.io/docs/core/entity/#entity-naming and make sure entity names are correct. Before this PR there where only single cover device or dual light devices, you now add single and dual to both classes.
Entity names should not include an ID for a single light/cover device and include if there are multiple.
",2024-10-06T12:36:24Z,https://github.com/home-assistant/core/pull/127277,,,,
Issue,YogevBokobza,"> @YogevBokobza please go over https://developers.home-assistant.io/docs/core/entity/#entity-naming and make sure entity names are correct. Before this PR there where only single cover device or dual light devices, you now add single and dual to both classes. Entity names should not include an ID for a single light/cover device and include if there are multiple.

I am not sure I got your point.. Can you show me which lines of code you are referring to?",2024-10-06T13:09:01Z,https://github.com/home-assistant/core/pull/127277,,,,
Issue,YogevBokobza,"> @YogevBokobza please go over https://developers.home-assistant.io/docs/core/entity/#entity-naming and make sure entity names are correct. Before this PR there where only single cover device or dual light devices, you now add single and dual to both classes. Entity names should not include an ID for a single light/cover device and include if there are multiple.

I think I understand now.. Please see the recent code if this is what you mean..",2024-10-06T14:54:38Z,https://github.com/home-assistant/core/pull/127277,,,,
Issue,YogevBokobza,"This is what S11 looks like:
![s11](https://github.com/user-attachments/assets/d7cadd20-b2fd-459a-85ae-8b6051cec8f3)
IDS:
cover.switcher_runner_6cf5
light.switcher_runner_6cf5_light_1
light.switcher_runner_6cf5_light_2

This is what S12 looks like:
![S12](https://github.com/user-attachments/assets/752faf90-f8fb-45b8-b324-37274fc42739)
light.switcher_run_plus_a9be_light
cover.switcher_run_plus_a9be
cover.switcher_run_plus_a9be_2

@thecode Looks ok?",2024-10-06T15:02:45Z,https://github.com/home-assistant/core/pull/127277,,,,
Issue,YogevBokobza,Rebased to get this [change](https://github.com/home-assistant/core/pull/128750),2024-10-19T19:03:57Z,https://github.com/home-assistant/core/pull/127277,,,,
Issue,YogevBokobza,"@thecode Should we go and merge this PR and afterwards bump aioswitcher to align position, direction and light to array or we pause this PR and make that bump and afterwards rebase this PR?",2024-10-24T12:42:21Z,https://github.com/home-assistant/core/pull/127277,,,,
Issue,thecode,"> @thecode Should we go and merge this PR and afterwards bump aioswitcher to align position, direction and light to array or we pause this PR and make that bump and afterwards rebase this PR?

Lets first bump aioswitcher and rebase this PR",2024-10-24T16:39:46Z,https://github.com/home-assistant/core/pull/127277,,,,
Issue,thecode,"> This is what S11 looks like: ![s11](https://private-user-images.githubusercontent.com/22839127/373956912-d7cadd20-b2fd-459a-85ae-8b6051cec8f3.PNG?jwt=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJpc3MiOiJnaXRodWIuY29tIiwiYXVkIjoicmF3LmdpdGh1YnVzZXJjb250ZW50LmNvbSIsImtleSI6ImtleTUiLCJleHAiOjE3Mjk5NDc3NTcsIm5iZiI6MTcyOTk0NzQ1NywicGF0aCI6Ii8yMjgzOTEyNy8zNzM5NTY5MTItZDdjYWRkMjAtYjJmZC00NTlhLTg1YWUtOGI2MDUxY2VjOGYzLlBORz9YLUFtei1BbGdvcml0aG09QVdTNC1ITUFDLVNIQTI1NiZYLUFtei1DcmVkZW50aWFsPUFLSUFWQ09EWUxTQTUzUFFLNFpBJTJGMjAyNDEwMjYlMkZ1cy1lYXN0LTElMkZzMyUyRmF3czRfcmVxdWVzdCZYLUFtei1EYXRlPTIwMjQxMDI2VDEyNTczN1omWC1BbXotRXhwaXJlcz0zMDAmWC1BbXotU2lnbmF0dXJlPTY1MzgyNzY3OTFjZDhjOWEwYjFiZmRhYTc4Nzk1OWMzZDg0NDk3M2ZhYmU5NzJjYmZjZDcwN2I3NzBmYzE5MzYmWC1BbXotU2lnbmVkSGVhZGVycz1ob3N0In0.jKt8pMNpMjfeGmnSveiLNglAIqAnbqQMeuImNACf8EM) 
IDS: 
cover.switcher_runner_6cf5 
light.switcher_runner_6cf5_light_1 
light.switcher_runner_6cf5_light_2
> 
> This is what S12 looks like: ![S12](https://private-user-images.githubusercontent.com/22839127/373956954-752faf90-f8fb-45b8-b324-37274fc42739.PNG?jwt=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJpc3MiOiJnaXRodWIuY29tIiwiYXVkIjoicmF3LmdpdGh1YnVzZXJjb250ZW50LmNvbSIsImtleSI6ImtleTUiLCJleHAiOjE3Mjk5NDc3NTcsIm5iZiI6MTcyOTk0NzQ1NywicGF0aCI6Ii8yMjgzOTEyNy8zNzM5NTY5NTQtNzUyZmFmOTAtZjhmYi00NWI4LWIzMjQtMzcyNzRmYzQyNzM5LlBORz9YLUFtei1BbGdvcml0aG09QVdTNC1ITUFDLVNIQTI1NiZYLUFtei1DcmVkZW50aWFsPUFLSUFWQ09EWUxTQTUzUFFLNFpBJTJGMjAyNDEwMjYlMkZ1cy1lYXN0LTElMkZzMyUyRmF3czRfcmVxdWVzdCZYLUFtei1EYXRlPTIwMjQxMDI2VDEyNTczN1omWC1BbXotRXhwaXJlcz0zMDAmWC1BbXotU2lnbmF0dXJlPTcxODZlOGYwYmE3NmQwZjI5OTY5YTE1ZGMwNWRlNTkwZGU2Njg0NGUwMjA1MWQwNjIwZDdhNDlkYTlkNDg2NTAmWC1BbXotU2lnbmVkSGVhZGVycz1ob3N0In0.pzcyi9Gk88mJlhyB2b4LpF3SNa6q26tt_XJ3V165cbM) 
light.switcher_run_plus_a9be_light 
cover.switcher_run_plus_a9be 
cover.switcher_run_plus_a9be_2
> 
> @thecode Looks ok?

No, first something is wrong with the entities IDs although I didn't directly see in the implementation why, maybe you should remove the device and add it again to generate new entity IDs. The cover on the 2nd example should be:
`light.switcher_run_plus_a9be_light`
`cover.switcher_run_plus_a9be_runner_1`
`cover.switcher_run_plus_a9be_runner_2`

I also suggest to change the name from ""Runner"" to ""Shutter"" or ""Cover"" as ""Runner"" is the device name by the manufacture and a ""Runner"" device may have both shutter control and light control.

Please fix and rebase so we can finish the review.",2024-10-26T13:02:51Z,https://github.com/home-assistant/core/pull/127277,,,,
Issue,YogevBokobza,"> > This is what S11 looks like: ![s11](https://private-user-images.githubusercontent.com/22839127/373956912-d7cadd20-b2fd-459a-85ae-8b6051cec8f3.PNG?jwt=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJpc3MiOiJnaXRodWIuY29tIiwiYXVkIjoicmF3LmdpdGh1YnVzZXJjb250ZW50LmNvbSIsImtleSI6ImtleTUiLCJleHAiOjE3Mjk5NDc3NTcsIm5iZiI6MTcyOTk0NzQ1NywicGF0aCI6Ii8yMjgzOTEyNy8zNzM5NTY5MTItZDdjYWRkMjAtYjJmZC00NTlhLTg1YWUtOGI2MDUxY2VjOGYzLlBORz9YLUFtei1BbGdvcml0aG09QVdTNC1ITUFDLVNIQTI1NiZYLUFtei1DcmVkZW50aWFsPUFLSUFWQ09EWUxTQTUzUFFLNFpBJTJGMjAyNDEwMjYlMkZ1cy1lYXN0LTElMkZzMyUyRmF3czRfcmVxdWVzdCZYLUFtei1EYXRlPTIwMjQxMDI2VDEyNTczN1omWC1BbXotRXhwaXJlcz0zMDAmWC1BbXotU2lnbmF0dXJlPTY1MzgyNzY3OTFjZDhjOWEwYjFiZmRhYTc4Nzk1OWMzZDg0NDk3M2ZhYmU5NzJjYmZjZDcwN2I3NzBmYzE5MzYmWC1BbXotU2lnbmVkSGVhZGVycz1ob3N0In0.jKt8pMNpMjfeGmnSveiLNglAIqAnbqQMeuImNACf8EM)
> > IDS:
> > cover.switcher_runner_6cf5
> > light.switcher_runner_6cf5_light_1
> > light.switcher_runner_6cf5_light_2
> > This is what S12 looks like: ![S12](https://private-user-images.githubusercontent.com/22839127/373956954-752faf90-f8fb-45b8-b324-37274fc42739.PNG?jwt=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJpc3MiOiJnaXRodWIuY29tIiwiYXVkIjoicmF3LmdpdGh1YnVzZXJjb250ZW50LmNvbSIsImtleSI6ImtleTUiLCJleHAiOjE3Mjk5NDc3NTcsIm5iZiI6MTcyOTk0NzQ1NywicGF0aCI6Ii8yMjgzOTEyNy8zNzM5NTY5NTQtNzUyZmFmOTAtZjhmYi00NWI4LWIzMjQtMzcyNzRmYzQyNzM5LlBORz9YLUFtei1BbGdvcml0aG09QVdTNC1ITUFDLVNIQTI1NiZYLUFtei1DcmVkZW50aWFsPUFLSUFWQ09EWUxTQTUzUFFLNFpBJTJGMjAyNDEwMjYlMkZ1cy1lYXN0LTElMkZzMyUyRmF3czRfcmVxdWVzdCZYLUFtei1EYXRlPTIwMjQxMDI2VDEyNTczN1omWC1BbXotRXhwaXJlcz0zMDAmWC1BbXotU2lnbmF0dXJlPTcxODZlOGYwYmE3NmQwZjI5OTY5YTE1ZGMwNWRlNTkwZGU2Njg0NGUwMjA1MWQwNjIwZDdhNDlkYTlkNDg2NTAmWC1BbXotU2lnbmVkSGVhZGVycz1ob3N0In0.pzcyi9Gk88mJlhyB2b4LpF3SNa6q26tt_XJ3V165cbM)
> > light.switcher_run_plus_a9be_light
> > cover.switcher_run_plus_a9be
> > cover.switcher_run_plus_a9be_2
> > @thecode Looks ok?
> 
> No, first something is wrong with the entities IDs although I didn't directly see in the implementation why, maybe you should remove the device and add it again to generate new entity IDs. The cover on the 2nd example should be: `light.switcher_run_plus_a9be_light` `cover.switcher_run_plus_a9be_runner_1` `cover.switcher_run_plus_a9be_runner_2`
> 
> I also suggest to change the name from ""Runner"" to ""Shutter"" or ""Cover"" as ""Runner"" is the device name by the manufacture and a ""Runner"" device may have both shutter control and light control.
> 
> Please fix and rebase so we can finish the review.

Sure will do.
Rebase is harder because all the conflicts. I am trying to solve it..",2024-10-26T14:22:32Z,https://github.com/home-assistant/core/pull/127277,,,,
Issue,YogevBokobza,"@thecode 
So right now after rebase and fix we have those cases:
Normal Runner(Normal, Mini etc) - will look like this:
![image](https://github.com/user-attachments/assets/f245fe28-0fe4-488a-9825-4c12aac9b9cb)

IDs:
cover.balcony_runner
NOTE1: The name here comes from the Switcher App setup.
NOTE2: Leave it as it was before

Runner S11 - will look like this:
![image](https://github.com/user-attachments/assets/1edf2da5-4393-472b-995b-f96868785d5f)

IDs:
cover.switcher_runner_6cf5
light.switcher_runner_6cf5_light_1
light.switcher_runner_6cf5_light_2

Runner S12 - will look like this:
![image](https://github.com/user-attachments/assets/58f02527-59d1-402b-883a-4b7ccdd696ba)

IDs:
cover.switcher_run_plus_a9be_cover_1
cover.switcher_run_plus_a9be_cover_2
light.switcher_run_plus_a9be_light

I think that:
1. We should rename ""DualCover"" and ""DualLight"" to ""ComplexCover"" and ""ComplexLight"" so this will support the later 3 lights modules
2. I didn't like the S11 cover to get the actual device name (which is not what it is on the Switcher App), instead, I think that S11 should move to the ""ComplexCover"" and name it Cover


What do you think?

",2024-10-27T11:03:07Z,https://github.com/home-assistant/core/pull/127277,,,,
Issue,YogevBokobza,"> @thecode So right now after rebase and fix we have those cases: Normal Runner(Normal, Mini etc) - will look like this: ![image](https://private-user-images.githubusercontent.com/22839127/380488716-f245fe28-0fe4-488a-9825-4c12aac9b9cb.png?jwt=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJpc3MiOiJnaXRodWIuY29tIiwiYXVkIjoicmF3LmdpdGh1YnVzZXJjb250ZW50LmNvbSIsImtleSI6ImtleTUiLCJleHAiOjE3MzAwMzAyNDEsIm5iZiI6MTczMDAyOTk0MSwicGF0aCI6Ii8yMjgzOTEyNy8zODA0ODg3MTYtZjI0NWZlMjgtMGZlNC00ODhhLTk4MjUtNGMxMmFhYzliOWNiLnBuZz9YLUFtei1BbGdvcml0aG09QVdTNC1ITUFDLVNIQTI1NiZYLUFtei1DcmVkZW50aWFsPUFLSUFWQ09EWUxTQTUzUFFLNFpBJTJGMjAyNDEwMjclMkZ1cy1lYXN0LTElMkZzMyUyRmF3czRfcmVxdWVzdCZYLUFtei1EYXRlPTIwMjQxMDI3VDExNTIyMVomWC1BbXotRXhwaXJlcz0zMDAmWC1BbXotU2lnbmF0dXJlPWQ0YzI2ZGNlOTViY2RmMmExYmNkOGRmZjM2NjBmYjE5ZmEyZDgwZjFhN2Q1NDY0NjQ0ZTZlZTU3OWY4MzdkYTkmWC1BbXotU2lnbmVkSGVhZGVycz1ob3N0In0.vnI44t337DhFjOOEbKmGW8oKy5XafkXHRSpPphLMk_Y)
> 
> IDs: cover.balcony_runner NOTE1: The name here comes from the Switcher App setup. NOTE2: Leave it as it was before
> 
> Runner S11 - will look like this: ![image](https://private-user-images.githubusercontent.com/22839127/380488780-1edf2da5-4393-472b-995b-f96868785d5f.png?jwt=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJpc3MiOiJnaXRodWIuY29tIiwiYXVkIjoicmF3LmdpdGh1YnVzZXJjb250ZW50LmNvbSIsImtleSI6ImtleTUiLCJleHAiOjE3MzAwMzAyNDEsIm5iZiI6MTczMDAyOTk0MSwicGF0aCI6Ii8yMjgzOTEyNy8zODA0ODg3ODAtMWVkZjJkYTUtNDM5My00NzJiLTk5NWItZjk2ODY4Nzg1ZDVmLnBuZz9YLUFtei1BbGdvcml0aG09QVdTNC1ITUFDLVNIQTI1NiZYLUFtei1DcmVkZW50aWFsPUFLSUFWQ09EWUxTQTUzUFFLNFpBJTJGMjAyNDEwMjclMkZ1cy1lYXN0LTElMkZzMyUyRmF3czRfcmVxdWVzdCZYLUFtei1EYXRlPTIwMjQxMDI3VDExNTIyMVomWC1BbXotRXhwaXJlcz0zMDAmWC1BbXotU2lnbmF0dXJlPThiYTNlYWU1YWY1NDY0YzQ4OTU3NTc3NDkxYTk2ZDEyYWFlYTcyMjM0MmRiMjlkZjJjNjM4MjY1Y2JjMjI3MmYmWC1BbXotU2lnbmVkSGVhZGVycz1ob3N0In0.qdyIBqkZwZEXmqvZG7r-awh0czbQ5iqO8HBURWPYkA0)
> 
> IDs: cover.switcher_runner_6cf5 light.switcher_runner_6cf5_light_1 light.switcher_runner_6cf5_light_2
> 
> Runner S12 - will look like this: ![image](https://private-user-images.githubusercontent.com/22839127/380488857-58f02527-59d1-402b-883a-4b7ccdd696ba.png?jwt=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJpc3MiOiJnaXRodWIuY29tIiwiYXVkIjoicmF3LmdpdGh1YnVzZXJjb250ZW50LmNvbSIsImtleSI6ImtleTUiLCJleHAiOjE3MzAwMzAyNDEsIm5iZiI6MTczMDAyOTk0MSwicGF0aCI6Ii8yMjgzOTEyNy8zODA0ODg4NTctNThmMDI1MjctNTlkMS00MDJiLTg4M2EtNGI3Y2NkZDY5NmJhLnBuZz9YLUFtei1BbGdvcml0aG09QVdTNC1ITUFDLVNIQTI1NiZYLUFtei1DcmVkZW50aWFsPUFLSUFWQ09EWUxTQTUzUFFLNFpBJTJGMjAyNDEwMjclMkZ1cy1lYXN0LTElMkZzMyUyRmF3czRfcmVxdWVzdCZYLUFtei1EYXRlPTIwMjQxMDI3VDExNTIyMVomWC1BbXotRXhwaXJlcz0zMDAmWC1BbXotU2lnbmF0dXJlPTI3ODhjNDNiNGE3OTgxZTFhZTBlOGJhYjk0NDBhNGIxNWI4YWMwMzU0ZjQyYzVjMWQ5YTcxZTIwZmZlOGU2OGQmWC1BbXotU2lnbmVkSGVhZGVycz1ob3N0In0.cDcT3BoygPfibGtyZx8u9HLYoWTguMQStrSFP1XVe1U)
> 
> IDs: cover.switcher_run_plus_a9be_cover_1 cover.switcher_run_plus_a9be_cover_2 light.switcher_run_plus_a9be_light
> 
> I think that:
> 
> 1. We should rename ""DualCover"" and ""DualLight"" to ""ComplexCover"" and ""ComplexLight"" so this will support the later 3 lights modules
> 2. I didn't like the S11 cover to get the actual device name (which is not what it is on the Switcher App), instead, I think that S11 should move to the ""ComplexCover"" and name it Cover
> 
> What do you think?

Regarding that, After some testing, I think that if we want to accomplish (1) and (2) we need to change to:
`class SwitcherDualCoverEntity` will be split into 2:  `class SwitcherComplexSingleCoverEntity` and `class SwitcherComplexMultiCoverEntity` (Same will go for light)

So creating the entities will look like this:
```
        if coordinator.data.device_type.category == DeviceCategory.SHUTTER:
            async_add_entities([SwitcherSingleCoverEntity(coordinator, 0)])
        if (
            coordinator.data.device_type.category
            == DeviceCategory.SINGLE_SHUTTER_DUAL_LIGHT
        ):
            async_add_entities([SwitcherComplexSingleCoverEntity(coordinator, 0)])
        if (
            coordinator.data.device_type.category
            == DeviceCategory.DUAL_SHUTTER_SINGLE_LIGHT
        ):
            async_add_entities([SwitcherComplexMultiCoverEntity(coordinator, 0)])
            async_add_entities([SwitcherComplexMultiCoverEntity(coordinator, 1)])
```
Also adding `single_cover` to strings..

@thecode  What do you think?",2024-10-27T12:12:23Z,https://github.com/home-assistant/core/pull/127277,,,,
Issue,thecode,"> @thecode What do you think?

Lets try to finish this PR and not start from scratch. Please address the requested changes. We can rename classes or add changes later or in future PRs.",2024-10-27T18:56:38Z,https://github.com/home-assistant/core/pull/127277,,,,
Issue,YogevBokobza,"> > @thecode What do you think?
> 
> Lets try to finish this PR and not start from scratch. Please address the requested changes. We can rename classes or add changes later or in future PRs.

I already did address the requested changes here: https://github.com/home-assistant/core/pull/127277#issuecomment-2439968294",2024-10-27T19:13:33Z,https://github.com/home-assistant/core/pull/127277,,,,
Issue,home-assistant[bot],"<!-- ReviewDrafterComment -->
Please take a look at the requested changes, and use the **Ready for review** button when you are done, thanks :+1:

[_Learn more about our pull request process._](https://developers.home-assistant.io/docs/review-process#prs-are-being-drafted-when-changes-are-needed)
",2024-10-27T19:29:53Z,https://github.com/home-assistant/core/pull/127277,,,,
Review,thecode,"It would be better to have a base class with the common functionality and two subclasses, similar to:
https://github.com/home-assistant/core/blob/e54031e318ff7af281ae399d6de9743411bf31a9/homeassistant/components/switcher_kis/switch.py#L80

So you would end up with
- `SwitcherBaseCoverEntity`
- `SwitcherSingleCoverEntity`
- `SwitcherDualCoverEntity`

The subclass will only implement changed parts",2024-10-05T13:19:28Z,https://github.com/home-assistant/core/pull/127277,,,,
Review,YogevBokobza,It is done.. I tried to separate __init__ as well but it did make issues..,2024-10-05T17:10:01Z,https://github.com/home-assistant/core/pull/127277,,,,
Review,thecode,"Please submit the separate init and we will fix the issues in the PR review.
",2024-10-05T17:22:59Z,https://github.com/home-assistant/core/pull/127277,,,,
Review,thecode,"Update method should be moved from the base class to here as it is not common for both classes:
https://github.com/home-assistant/core/blob/b84ce69ab4254f28c0a0f146eced8bb0e5198004/homeassistant/components/switcher_kis/cover.py#L104-L110
",2024-10-05T17:23:42Z,https://github.com/home-assistant/core/pull/127277,,,,
Review,YogevBokobza,It is done.,2024-10-05T17:44:05Z,https://github.com/home-assistant/core/pull/127277,,,,
Review,YogevBokobza,It is done. You can see current issue.,2024-10-05T17:44:22Z,https://github.com/home-assistant/core/pull/127277,,,,
